content_asli,teks_bersih,score,sentimen,at,panjang_asli,panjang_bersih,thumbsUpCount
"selama saya berbelanja disini , sangat puas , dan real barangnya , Alhamdulillah selalu amanah tidak pernah dapet barang jelek / barang kosong",lama belanja sini sangat puas real barang alhamdulillah selalu amanah tidak pernah barang buruk barang kosong,5,Positif,2026-05-15 17:46:21,23,16,0
wahh bagus Skali,wahh bagus skali,5,Positif,2026-05-15 17:45:52,3,3,0
"shopee oke , semoga jaya selalu",moga jaya selalu,5,Positif,2026-05-15 17:43:07,6,3,0
"pembatalan orderan saya ditolak padahal barang masih di kemas, seller juga balas pake ai, dan pembatalannya juga butuh waktu 1 hari",batal order tolak padahal barang kemas seller balas pake ai batal butuh waktu hari,3,Netral,2026-05-15 17:42:40,21,14,0
aplikasi nya sangat bagus dan cangih kalo barang tidak sesuai bisa di kembalikan,sangat bagus cangih kalau barang tidak sesuai kembali,5,Positif,2026-05-15 17:42:29,13,8,0
"Alhamdulillah Shopee enak murah ongkir nya kadan gratis ongkir sukah banget belanja di Shopee 🤩😍👍👍,",alhamdulillah enak murah ongkos kirim kad gratis ongkos kirim sukah banget belanja,5,Positif,2026-05-15 17:41:54,15,12,0
sekarang banyak toko abal2.capek2 co dan nunggu malah gk dikirim barangnya tanpa ada info apapun dari admin tokonya!,sekarang banyak toko abal capek co nunggu malah tidak kirim barang tanpa info apa admin toko,2,Negatif,2026-05-15 17:41:52,18,16,0
barang yg dikirim sesuai pesanan,barang kirim sesuai pesan,5,Positif,2026-05-15 17:40:27,5,4,0
sudah bertahun² pake shopee sampe naik level platinum ehh skrg ngerasa gk asik lg blj di shopee krn suka ada cancel² pesanan krn dgn alasan melakukan aktifitas tidak wajar. whaattt??,tahun pake sampe naik level platinum ehh sekarang ngerasa tidak asik lg blj suka cancel pesan alas laku aktifitas tidak wajar whaattt,3,Netral,2026-05-15 17:40:14,30,22,0
"pengiriman instan di shopee sekarang jadi sangat buruk yang biasanya 2 jam sampai sekarang jadi 4jam sampai, tapi mungkin terkendala di sistem pembayaran yang minim kepada para mitra driver nya orderan instan sering gagal dan tidak ada driver yang mau pickup",kirim instan sekarang jadi sangat buruk biasa jam sekarang jadi jam mungkin kendala sistem bayar minim mitra driver order instan sering gagal tidak driver mau pickup,1,Negatif,2026-05-15 17:39:06,41,26,0
pelayanannya saya puas dan bila ada masalah selalu ada solusinya. semoga shopee terus maju dan berkembang.,layan puas bila masalah selalu solusi moga terus maju kembang,5,Positif,2026-05-15 17:38:27,16,10,0
terima kasih shopee,terima kasih,5,Positif,2026-05-15 17:38:09,3,2,0
Bagus dan top markotop,bagus top markotop,5,Positif,2026-05-15 17:38:00,4,3,0
memuaskan,muas,5,Positif,2026-05-15 17:37:25,1,1,0
mantab,mantab,5,Positif,2026-05-15 17:36:12,1,1,0
bagus...,bagus,5,Positif,2026-05-15 17:34:45,1,1,0
"lelett, apalgi pas pengirimannya entah kenapa makin hari makin lelet kek lama bgt dianternya?? udh gitu kadang kurirnya dongo suka salah anter alamat atauu barangnya blm dikirim tpi statusnya udh diterima barangnya kan kocak",lelett apalgi pas kirim entah makin hari makin lambat kek lama banget anter gitu kadang kurir dongo suka salah anter alamat atauu barang belum kirim status terima barang kan kocak,2,Negatif,2026-05-15 17:34:23,34,30,0
"sebagai penjual dan pembeli sangat kecewaa pesanan selalu dibatalkan sebagai seller pesanan dibatalkan, akun di blokir barang hilang 1 juta lebih cuma diganti 62ribu Buruk pelayanannya",jual beli sangat kecewaa pesan selalu batal seller pesan batal akun blokir barang hilang juta lebih cuma ganti ribu buruk layan,1,Negatif,2026-05-15 17:33:45,26,21,0
bagus aja lah,bagus,5,Positif,2026-05-15 17:31:30,3,1,0
"sangat membantu, trimakasih sopee smg tambah sukses",sangat bantu trimakasih sopee smg tambah sukses,5,Positif,2026-05-15 17:31:14,7,7,0
"maaf mengganggu,kok pesanan sy udh dekat rumah saya eh malah balik ke bandar Lampung khusus shoppe tolong perbaikan lagi aplikasi terimakasih",maaf ganggu kok pesan dekat rumah eh malah balik bandar lampung khusus baik terimakasih,4,Positif,2026-05-15 17:30:39,21,14,0
sebenarnya klo aplikasi oke2 aja TPI dari pengiriman nya tuh ngga suka banget,benar kalau kirim tuh tidak suka banget,3,Netral,2026-05-15 17:28:04,13,7,0
Pelayanannya masih harus ditingkatkan jadi saya kasih 2 bintang dulu ya,layan tingkat jadi kasih bintang dulu,2,Negatif,2026-05-15 17:27:52,11,6,0
sangat bagus sekali,sangat bagus sekali,5,Positif,2026-05-15 17:23:33,3,3,0
bingung skrg. harga di shopee gak sesuai dengan yg di tampilkan. pas co aja beda lagi harga. aneh dah. .,bingung sekarang harga tidak sesuai tampil pas co beda harga aneh dah,3,Netral,2026-05-15 17:21:41,20,12,0
"ya sejauh ini, ini yang bertahan.",jauh tahan,5,Positif,2026-05-15 17:21:17,6,2,0
aman,aman,5,Positif,2026-05-15 17:21:11,1,1,0
"tolong buka aplikasi shopee jangan langsung yg dmunculin live shopeenya lah, super mengganggu sekali.. kembalikan normal ky dulu, buka aplikasi lgsg halaman beranda BUKAN live!",buka jangan langsung dmunculin live shopeenya super ganggu sekali kembali normal ky dulu buka lgsg halaman beranda bukan live,2,Negatif,2026-05-15 17:21:06,25,19,0
"shopee nya bagus .. pedagang nya banyak yang asal²an dan gak amanah deskripsi tentang barang yang dijual sering beda dengan kenyataan, bikin trauma aja",bagus dagang banyak asal an tidak amanah deskripsi barang jual sering beda nyata bikin trauma,4,Positif,2026-05-15 17:16:41,24,15,0
apk lemot.,lambat,1,Negatif,2026-05-15 17:15:30,2,1,0
bagus banget untuk cod dan sudah berapa kali saya pake apk ini dan kurir nya ramah dan baik,bagus banget bayar tempat berapa kali pake kurir ramah baik,5,Positif,2026-05-15 17:14:34,18,10,0
makin tingkatkan layanan,makin tingkat layan,5,Positif,2026-05-15 17:10:09,3,3,0
"aplikasi belanja online yang paling amanah yang pernah aku temukan. selain harganya super murah karena banyak diskon, toko-toko didalam nya pun tidak abal-abal.",belanja online paling amanah pernah temu harga super murah banyak diskon toko toko dalam tidak abal abal,5,Positif,2026-05-15 17:10:05,23,17,0
jelek ribet,buruk ribet,1,Negatif,2026-05-15 17:08:32,2,2,0
mudah,mudah,5,Positif,2026-05-15 17:04:52,1,1,0
"sudah oke, namun perlu di perhatikan toko yang nge-rip (tipu / scam)",perlu perhati toko nge rip tipu scam,4,Positif,2026-05-15 17:04:08,12,7,0
fast Respon,fast respon,5,Positif,2026-05-15 17:00:36,2,2,0
siippp,siippp,5,Positif,2026-05-15 16:57:35,1,1,0
sangat membantu sekali,sangat bantu sekali,5,Positif,2026-05-15 16:56:44,3,3,0
bagus dehh shopeenya. aku kasih bintang 5 dehh,bagus dehh shopeenya kasih bintang dehh,5,Positif,2026-05-15 16:54:46,8,6,0
udah ngak bisa cod..jadi malas..,ngak bayar tempat jadi malas,2,Negatif,2026-05-15 16:51:13,5,5,0
terima kasih ya shoppe sukses selaluuu,terima kasih sukses selaluuu,5,Positif,2026-05-15 16:50:36,6,4,0
"saya puas tiap saya belanja gapernah mengecewakan,",puas tiap belanja gapernah kecewa,5,Positif,2026-05-15 16:49:46,7,5,0
ini sangat bagus,sangat bagus,5,Positif,2026-05-15 16:47:05,3,2,0
sangat membanth,sangat membanth,5,Positif,2026-05-15 16:46:33,2,2,0
ok banget,banget,4,Positif,2026-05-15 16:44:57,2,1,0
"sangat membantu dan sangat amanah dalam pengengimian pesanan. dengan adanya Shopee belanja pun jdi lebih mudah dan tidak repot harus keluar rumah,, Shopee memang no 1 se Indonesia karena apa yg kita butuhkan semua ada di Shopee,",sangat bantu sangat amanah pengengimian pesan ada belanja jdi lebih mudah tidak repot keluar rumah memang no se indonesia apa butuh semua,5,Positif,2026-05-15 16:44:12,37,22,0
jos,jos,5,Positif,2026-05-15 16:44:05,1,1,0
"Memudahkan dalam mencari barang2 yang ga ada dipasar konvensional dan ada bermacam pilihan cara pembayaran dan pilihan pengiriman, makasih tim shopee, baik penjual maupun jasa pengiriman",mudah cari barang tidak pasar konvensional macam pilih cara bayar pilih kirim terima kasih tim baik jual maupun jasa kirim,5,Positif,2026-05-15 16:43:46,26,20,1
layanan mantaf,layan mantaf,5,Positif,2026-05-15 16:43:25,2,2,0
Aplikasi profesional,profesional,5,Positif,2026-05-15 16:41:27,2,1,0
Terima aksih Shopee,terima aksih,5,Positif,2026-05-15 16:40:58,3,2,0
yaa bagus bagus aja sih,yaa bagus bagus,4,Positif,2026-05-15 16:40:47,5,3,0
makasih min jadi gampang banget kalo mau belanja,terima kasih min jadi gampang banget kalau mau belanja,5,Positif,2026-05-15 16:40:46,8,9,0
"suja belanja di shopee ada garansi pengiriman tepat waktu,bahkan kadang lebih cepat dari yg ditentukan",suja belanja garansi kirim tepat waktu bahkan kadang lebih cepat tentu,5,Positif,2026-05-15 16:40:31,15,11,0
keren,keren,5,Positif,2026-05-15 16:40:29,1,1,0
"Jujur saya cukup terganggu dengan iklan Shopee yang terlalu sering muncul saat membaca novel di Wattpad. Ketika sedang fokus membaca atau masuk ke bagian cerita yang seru, tiba-tiba muncul iklan Shopee berkali-kali dan itu membuat pengalaman membaca jadi tidak nyaman. Saya paham iklan memang diperlukan, tetapi kalau frekuensinya terlalu sering justru membuat pengguna merasa terganggu. Semoga pihak Shopee bisa mengurangi intensitas iklan agar pengguna aplikasi lain tetap nyaman.",jujur cukup ganggu iklan terlalu sering muncul baca novel wattpad sedang fokus baca masuk bagi cerita seru tiba tiba muncul iklan kali kali buat alam baca jadi tidak nyaman paham iklan memang perlu kalau frekuensi terlalu sering justru buat guna rasa ganggu moga pihak kurang intensitas iklan guna tetap nyaman,1,Negatif,2026-05-15 16:38:01,68,50,0
"Makin lama makin ga beres nih aplikasi, mulai dari seller ga jelas, pemberian solusi yang bermasalah, ngurus shopeepay later juga ga bisa.",makin lama makin tidak beres mulai seller tidak jelas beri solusi masalah ngurus shopeepay later tidak,1,Negatif,2026-05-15 16:37:56,22,16,0
good,good,5,Positif,2026-05-15 16:37:09,1,1,0
"shopee sebagai pusat online shop tidak tegas, aplikasi memang aman, tapi pengiriman di gudang2 sortir dan lain-lain nya kacau. estimasi tiba tanggal 5-6 diundur ke 6-7, lalu tetap stuck dan estimasi mundur lagi tanggal 11-12, sampai sekarang tanggal 15 masih juga stuck di gudang sortir ? agak sering juga kayaknya telat karena teledor terhadap paket, harusnya jika sudah melampaui batas, langsung aja nyatakan paket hilang atau bagaimana kek pertanggung jawabannya. ini status sama aja.",pusat online shop tidak tegas memang aman kirim gudang sortir kacau estimasi tiba tanggal undur lalu tetap stuck estimasi mundur tanggal sekarang tanggal stuck gudang sortir sering kayak telat teledor paket harus lampau batas langsung nyata paket hilang bagaimana kek tanggung jawab status sama,5,Positif,2026-05-15 16:36:51,74,44,0
sangqt membantu bngt,sangqt bantu banget,5,Positif,2026-05-15 16:35:12,3,3,0
terpercaya,percaya,5,Positif,2026-05-15 16:35:03,1,1,0
Kenapa sampai sekarang shopee gak punya fitur sort ulasan dari yang terbaru?,sekarang tidak punya fitur sort ulas baru,3,Netral,2026-05-15 16:34:27,12,7,0
saya sangat suka dengan pengiriman sangat cepat' dan saya suka kurir nya ramah shopee jaya,sangat suka kirim sangat cepat suka kurir ramah jaya,5,Positif,2026-05-15 16:33:13,15,9,0
"Pelayan buruk tidak ada respon dari penjual, tolong diperbaiki lagi",layan buruk tidak respon jual baik,1,Negatif,2026-05-15 16:32:12,10,6,0
sangat bagus Dan baik,sangat bagus baik,5,Positif,2026-05-15 16:31:47,4,3,0
sangat membantu untuk jual beli barang.,sangat bantu jual beli barang,5,Positif,2026-05-15 16:31:27,6,5,0
"pelayan buruk tidak ada respon, barang di kirim lama",layan buruk tidak respon barang kirim lama,1,Negatif,2026-05-15 16:30:57,9,7,0
sangat puas👍🏻,sangat puas,5,Positif,2026-05-15 16:30:10,2,2,1
"mantaaap, Amanah dan terpercaya",mantaaap amanah percaya,5,Positif,2026-05-15 16:30:02,4,3,0
mantep,mantep,5,Positif,2026-05-15 16:28:41,1,1,0
Terima kasih,terima kasih,5,Positif,2026-05-15 16:28:24,2,2,0
shoppe terbaik,baik,5,Positif,2026-05-15 16:28:24,2,1,0
kurir tepat waktu dan kooperatif ..daripd kurir tok2,kurir tepat waktu kooperatif daripd kurir tok,5,Positif,2026-05-15 16:28:17,8,7,0
terbaik terpercaya,baik percaya,5,Positif,2026-05-15 16:27:53,2,2,0
sangat membantu untuk belaja,sangat bantu baja,5,Positif,2026-05-15 16:27:50,4,3,0
kalu dari apk nya bagus.tpi tolong untuk yang di pengiriman di perbaiki lagiii 🙏🏽,kalu bagus kirim baik lagiii,5,Positif,2026-05-15 16:27:24,14,5,0
cakep saya suka,cakep suka,5,Positif,2026-05-15 16:27:13,3,2,0
semoga selalu menjadi aplikasi yg terbaik,moga selalu jadi baik,5,Positif,2026-05-15 16:26:03,6,4,0
Alesan bintang 1. saya beli barang kurang 1 udah tlp CS prioritas dan malah di kasih voucher.. bukannya pengembalian dana.. video dan bukti jelas banget kurir cuma bawa 1 barang. sedangkan saya beli 2 barang...voucher pun gak jelas.. di rugikan saya di sini.,alesan bintang beli barang kurang tlp cs prioritas malah kasih voucher bukan kembali dana video bukti jelas banget kurir cuma bawa barang beli barang voucher tidak jelas rugi sini,1,Negatif,2026-05-15 16:25:50,43,29,0
"aplk buat blnja yng bagus , murah , trpercaya tapi syang kdg kurir spx ny suka pngjuan pmbtalan sepihak terus ..",aplk buat blnja yng bagus murah trpercaya syang kdg kurir spx ny suka pngjuan pmbtalan pihak terus,4,Positif,2026-05-15 16:23:43,21,17,0
Tolong untuk shopee kalo saat barangnya menuju ke alamat pembeli tolong cantumkan no tlpn/wa kurirnya biar tau kondisinya gimana,kalau barang tuju alamat beli cantum no tlpn wa kurir biar tau kondisi gimana,4,Positif,2026-05-15 16:21:33,19,14,0
MAKIN HARI MAKIN LAMBAT PENGIRIMAN. CS PUN GAK RESPON. PADAHAL ADA KENA BIAYA PELAYANAN. KECEWA SAYA SEBAGAI PELANGGAN LAMA.,makin hari makin lambat kirim cs tidak respon padahal kena biaya layan kecewa langgan lama,1,Negatif,2026-05-15 16:19:04,19,15,0
sesuai dgn yg di pesan bosku,sesuai pesan bos,5,Positif,2026-05-15 16:18:45,6,3,0
selalu puas belanja makanan di shopee food,selalu puas belanja makan food,5,Positif,2026-05-15 16:18:27,7,5,0
Shope ni udah mulai bikin pusing...auto uninstall deh.. masalah di Pilihan cod nya..biasa klik cuma 5000..sekarang di klik jadi 30000...mampus dah mahal x cod nya,ni mulai bikin pusing auto uninstall masalah pilih bayar tempat biasa klik cuma sekarang klik jadi mampus dah mahal bayar tempat,5,Positif,2026-05-15 16:10:37,25,21,0
Mantap we,bagus we,5,Positif,2026-05-15 16:09:17,2,2,0
cukup membantu sy dalam berbelanja online...,cukup bantu belanja online,5,Positif,2026-05-15 16:07:50,6,4,0
GOOD,good,5,Positif,2026-05-15 16:07:16,1,1,0
proses cepat (layanan memuaskan),proses cepat layan muas,5,Positif,2026-05-15 16:07:10,4,4,0
tempat belanja online paling gampang di shoppy,tempat belanja online paling gampang shoppy,5,Positif,2026-05-15 16:05:14,7,6,0
oke,,5,Positif,2026-05-15 16:04:09,1,0,0
semoga selalu amanah menjaga ke percayaan konsumen,moga selalu amanah jaga percaya konsumen,5,Positif,2026-05-15 16:01:56,7,6,0
iklan shopee terlalu di paksakan yaa?? lagi baca watppad tiba² ke shopee aja udah di kembaliin malah menjadi jadi.,iklan terlalu paksa yaa baca watppad tiba kembaliin malah jadi jadi,1,Negatif,2026-05-15 16:01:39,19,11,0
"Barangnya kualitas kw parah ga lagi - lagi beli oli disini motor pada rusak, turun mesin dan suaranya ancur mending beli langsung ajah kualitasnya bagus dan aplikasi sering download perbaruan, pesanan lamban lebih dari 10 hari nyari bibi buat di tanam pun kurang kualitas",barang kualitas kw buruk tidak beli oli sini motor rusak turun mesin suara buruk mending beli langsung ajah kualitas bagus sering download baru pesan lamban lebih hari nyari bibi buat tanam kurang kualitas,5,Positif,2026-05-15 16:00:26,44,33,1
kak shopiku g bisa cod.bisa bantu soalnya aku mau belanja,kak shopiku bayar tempat bantu soal mau belanja,5,Positif,2026-05-15 15:59:11,10,8,0
cukup bagus,cukup bagus,4,Positif,2026-05-15 15:58:36,2,2,0
"recommended sih, tapi giliran barang sehingga diantar-antar begini, jadinya nyebelin",recommended gilir barang antar antar begini jadi nyebelin,1,Negatif,2026-05-15 15:58:35,10,8,0
"Sangat sefety dalam berbelanja, selama saya belanja di shopee apalagi pakai shopee Cod, saya merasa puas di shopee semua tersedia, dari yang penting sampai yg gak penting pun ada, shopee is the best lah 👍",sangat sefety belanja lama belanja pakai bayar tempat rasa puas semua sedia penting tidak penting is the best,5,Positif,2026-05-15 15:57:57,35,18,0
sangat penting,sangat penting,5,Positif,2026-05-15 15:56:33,2,2,0
alkhamdulillah sangat membantu,alkhamdulillah sangat bantu,5,Positif,2026-05-15 15:53:23,3,3,0
aplikasi & belanja terperyaca,belanja terperyaca,5,Positif,2026-05-15 15:51:48,4,2,0
bagus seklai,bagus seklai,5,Positif,2026-05-15 15:50:48,2,2,0
shopee makin parah yaa... pesanan saya sudah 2 hari belum dikirim....,makin buruk yaa pesan hari belum kirim,1,Negatif,2026-05-15 15:47:58,11,7,0
shopiee mantap belanja puas harganya pas.,shopiee bagus belanja puas harga pas,5,Positif,2026-05-15 15:47:55,6,6,0
selalu dpt gratis ongkir,selalu gratis ongkos kirim,5,Positif,2026-05-15 15:47:54,4,4,0
"gak niat banget shopeefood, tiap pesen ga ada driver . .. bubarin aja",tidak niat banget shopeefood tiap sen tidak driver bubarin,1,Negatif,2026-05-15 15:45:20,13,9,0
Tambahkan Voucher gratis ongkir nya untuk pulau Sulawesi dgn pembelian 10ribuan karena cuman dapat 1 tiap Senin tanpa VIP lagipula ga sering belanja,tambah voucher gratis ongkos kirim pulau sulawesi beli ribu cuman tiap senin tanpa vip lagipula tidak sering belanja,5,Positif,2026-05-15 15:43:00,23,18,0
sangat bagus,sangat bagus,5,Positif,2026-05-15 15:42:56,2,2,0
aplkasi terbauk,aplkasi bauk,5,Positif,2026-05-15 15:41:56,2,2,0
"untuk barang sih harus hati² soalnya susah buat pengembalian barang nya, apalagi soal barang eletronik harus teliti liat tokonya terutama hp gt jangan sampai kayak kejadian saya percuma ada bukti unboxing bukti klw pket bermasalah xray tetap banding gk d terima, percuma hubungi cs tetap tdk ada permasalahan jatuhnya cuma mengulur² waktu penenang ujung²nya d tolak jg haha",barang hati soal susah buat kembali barang soal barang eletronik teliti liat toko utama hp gt jangan kayak jadi percuma bukti unboxing bukti klw pket masalah xray tetap banding tidak terima percuma hubung cs tetap tdk masalah jatuh cuma ulur waktu tenang ujung tolak haha,2,Negatif,2026-05-15 15:40:47,58,45,0
